time,dirt
0,99
1,99
2,98
3,98
4,97
5,97
6,96
7,96
8,95
9,95
10,95
11,94
12,94
13,93
14,93
15,93
16,92
17,92
18,91
19,91
20,91
21,90
22,90
23,90
24,90
25,90
26,90
27,89
28,89
29,88
30,88
31,87
32,87
33,86
34,86
35,85
36,85
37,85
38,85
39,85
40,85
41,85
42,85
43,85
44,85
45,85
46,85
47,85
48,85
49,85
