time,dirt
0,99
1,99
2,98
3,98
4,97
5,97
6,96
7,96
8,96
9,96
10,96
11,96
12,96
13,96
14,96
15,96
16,95
17,95
18,94
19,94
20,94
21,94
22,94
23,94
24,94
25,94
26,94
27,94
28,93
29,93
30,92
31,92
32,91
33,91
34,90
35,90
36,89
37,89
38,89
39,89
40,89
41,88
42,88
43,87
44,87
45,87
46,87
47,87
48,87
49,86
