time,dirt
0,84
1,84
2,84
3,84
4,84
5,84
6,84
7,84
8,84
9,83
10,83
11,83
12,83
13,83
14,83
15,83
16,83
17,82
18,82
19,82
20,82
21,82
22,82
23,82
24,81
25,81
26,81
27,80
28,80
29,80
30,79
31,79
32,79
33,79
34,79
35,79
36,79
37,79
38,79
39,79
40,79
41,79
42,79
43,78
44,78
45,77
46,77
47,76
48,76
49,76
