time,dirt
0,84
1,84
2,84
3,84
4,84
5,83
6,83
7,83
8,83
9,83
10,83
11,83
12,83
13,82
14,82
15,81
16,81
17,80
18,80
19,79
20,79
21,78
22,78
23,77
24,77
25,76
26,76
27,75
28,75
29,75
30,74
31,74
32,73
33,73
34,72
35,72
36,72
37,72
38,72
39,72
40,72
41,71
42,71
43,70
44,70
45,69
46,69
47,69
48,69
49,69
