time,dirt
0,99
1,99
2,99
3,98
4,98
5,97
6,97
7,96
8,96
9,95
10,95
11,95
12,95
13,94
14,94
15,93
16,93
17,92
18,92
19,92
20,92
21,92
22,92
23,92
24,92
25,92
26,92
27,92
28,92
29,91
30,91
31,90
32,90
33,90
34,89
35,89
36,88
37,88
38,88
39,87
40,87
41,87
42,87
43,87
44,86
45,86
46,85
47,85
48,85
49,84
