time,dirt
0,99
1,99
2,98
3,98
4,98
5,98
6,98
7,98
8,98
9,98
10,98
11,98
12,97
13,97
14,96
15,96
16,96
17,96
18,96
19,96
20,96
21,96
22,95
23,95
24,94
25,94
26,93
27,93
28,92
29,92
30,91
31,91
32,90
33,90
34,89
35,89
36,89
37,88
38,88
39,87
40,87
41,87
42,87
43,87
44,86
45,86
46,86
47,85
48,85
49,85
