time,dirt
0,84
1,84
2,83
3,83
4,82
5,82
6,81
7,81
8,81
9,80
10,80
11,79
12,79
13,78
14,78
15,78
16,77
17,77
18,76
19,76
20,75
21,75
22,74
23,74
24,73
25,73
26,72
27,72
28,72
29,72
30,72
31,71
32,71
33,70
34,70
35,69
36,69
37,69
38,69
39,69
40,68
41,68
42,67
43,67
44,67
45,67
46,66
47,66
48,66
49,66
