time,dirt
0,84
1,84
2,83
3,83
4,82
5,82
6,81
7,81
8,81
9,81
10,81
11,81
12,81
13,81
14,81
15,81
16,80
17,80
18,79
19,79
20,79
21,79
22,78
23,78
24,78
25,78
26,78
27,78
28,78
29,78
30,77
31,77
32,77
33,77
34,76
35,76
36,76
37,76
38,76
39,76
40,76
41,76
42,76
43,76
44,76
45,76
46,76
47,76
48,76
49,76
